Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
34,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,Laboratory Technician,2,Divorced,2008,6896,1,2,1,3,3
42,Travel_Rarely,Sales,14,2,Medical,3,Female,2,Sales Executive,3,Single,6244,7824,7,1,10,6,3
33,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,Research Scientist,1,Single,2799,3339,3,2,6,1,3
58,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,2,Healthcare Representative,2,Divorced,10552,9255,2,4,24,3,3
31,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,Sales Representative,3,Married,2329,11737,3,2,13,2,4
35,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,Healthcare Representative,4,Married,4014,19170,1,4,10,2,1
49,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,Laboratory Technician,2,Married,7403,22477,4,3,29,3,2
48,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,Research Scientist,3,Married,2259,5543,4,1,13,2,2
31,Non-Travel,Sales,20,2,Marketing,4,Female,3,Sales Executive,3,Married,6932,24406,1,4,9,2,2
36,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,Research Scientist,4,Single,4678,23293,2,3,8,6,3
38,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,Research Director,1,Married,13582,16292,1,2,15,3,3
32,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,Laboratory Technician,2,Married,2332,3974,6,3,5,3,3
25,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,Sales Representative,2,Married,2413,18798,1,3,1,2,3
40,Travel_Rarely,Sales,10,4,Marketing,1,Male,2,Sales Executive,2,Divorced,9705,20652,2,2,11,2,2
26,Travel_Frequently,Sales,1,3,Medical,3,Male,2,Sales Executive,1,Single,4294,11148,1,2,7,2,3
41,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,Laboratory Technician,1,Single,4721,3119,2,3,20,3,3
36,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Laboratory Technician,3,Single,2519,12287,4,3,16,6,3
19,Travel_Rarely,Sales,21,3,Other,4,Male,2,Sales Representative,2,Single,2121,9947,1,2,1,3,4
20,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,3,Laboratory Technician,1,Single,2973,13008,1,2,1,2,3
31,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,Healthcare Representative,4,Married,5855,17369,0,3,10,2,1
40,Travel_Frequently,Research & Development,9,4,Medical,4,Male,3,Research Scientist,2,Divorced,3617,25063,8,4,3,2,3
32,Travel_Rarely,Research & Development,3,4,Medical,3,Female,3,Manufacturing Director,1,Married,6725,13554,1,3,8,2,4
36,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,Sales Executive,4,Married,10325,5518,1,1,16,6,3
33,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,Healthcare Representative,4,Single,6949,12291,0,1,6,3,3
37,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,Sales Executive,3,Married,10609,14922,5,3,17,2,1
45,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,Laboratory Technician,2,Married,4447,23163,1,2,9,5,2
29,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,Sales Representative,4,Married,2157,18203,1,2,3,5,3
35,Travel_Rarely,Sales,18,3,Medical,3,Female,3,Sales Executive,3,Married,4601,6179,1,2,5,3,3
52,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Manager,4,Married,17099,13829,2,2,26,2,2
58,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,Research Scientist,3,Single,2479,26227,4,1,7,4,3
53,Travel_Rarely,Sales,2,2,Medical,3,Male,3,Manager,3,Divorced,14852,13938,6,3,22,3,4
30,Travel_Rarely,Sales,8,2,Other,3,Male,3,Sales Executive,3,Divorced,7264,9977,5,1,10,2,4
38,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,Sales Executive,4,Single,5666,19899,1,2,6,1,3
35,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,Sales Executive,4,Divorced,7823,6812,6,2,12,2,3
39,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Sales Executive,3,Single,7880,2560,0,4,9,3,3
40,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,Sales Executive,2,Single,13194,17071,4,4,22,2,2
47,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,Manufacturing Director,3,Divorced,5067,6759,1,3,20,3,4
36,Non-Travel,Sales,8,4,Technical Degree,1,Male,3,Sales Executive,4,Divorced,5079,25952,4,4,12,3,3
31,Non-Travel,Research & Development,9,2,Medical,3,Male,2,Research Scientist,1,Single,2321,10322,0,1,4,0,3
33,Non-Travel,Sales,17,3,Life Sciences,4,Male,3,Manager,3,Single,17444,20489,1,4,10,2,3
29,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,2,Research Scientist,1,Single,2404,11479,6,3,3,5,3
33,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,Research Scientist,4,Single,3452,17241,3,1,5,4,3
45,Travel_Rarely,Research & Development,1,4,Medical,4,Female,3,Laboratory Technician,4,Divorced,2270,11005,3,4,8,2,3
50,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,Research Director,4,Divorced,17399,6615,9,3,32,1,2
33,Travel_Frequently,Research & Development,1,4,Other,3,Female,4,Healthcare Representative,2,Married,5488,20161,1,1,6,2,3
41,Travel_Frequently,Research & Development,9,3,Medical,1,Male,3,Research Director,3,Divorced,19419,3735,2,2,21,2,4
27,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,3,Laboratory Technician,2,Married,2811,12086,9,2,4,2,3
45,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,3,Laboratory Technician,1,Married,3633,14039,1,3,9,2,3
47,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,3,Sales Executive,4,Single,4163,8571,1,3,9,0,3
30,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,3,Research Scientist,3,Married,2132,11539,4,2,7,2,3
50,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,3,Manufacturing Director,3,Married,13973,4161,3,4,22,2,3
38,Travel_Frequently,Research & Development,10,1,Medical,3,Male,3,Research Scientist,3,Married,2684,12127,0,2,3,0,2
46,Travel_Rarely,Research & Development,7,2,Medical,4,Male,3,Manufacturing Director,3,Divorced,10845,24208,6,2,13,3,3
24,Travel_Rarely,Research & Development,17,1,Medical,4,Female,2,Manufacturing Director,3,Divorced,4377,24117,1,2,5,6,3
35,Travel_Rarely,Research & Development,14,4,Other,3,Male,2,Laboratory Technician,2,Divorced,3743,10074,1,4,5,2,1
31,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,3,Manufacturing Director,1,Married,4148,11275,1,3,4,1,3
18,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,3,Research Scientist,4,Single,1051,13493,1,4,0,2,3
54,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,3,Manufacturing Director,3,Married,10739,13943,8,3,22,2,3
35,Travel_Rarely,Research & Development,25,4,Medical,3,Female,3,Healthcare Representative,3,Divorced,10388,6975,1,3,16,3,2
30,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,4,Research Director,1,Married,11416,17802,0,3,9,4,2
20,Travel_Rarely,Research & Development,11,3,Medical,4,Female,2,Research Scientist,1,Single,2600,18275,1,1,1,2,3
30,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,Laboratory Technician,2,Single,2422,25725,0,1,4,3,3
26,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,Manufacturing Director,4,Married,5472,3334,1,2,8,2,3
22,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married,2451,6881,1,1,4,3,2
48,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,Healthcare Representative,3,Single,4240,13119,2,4,19,0,3
48,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,Healthcare Representative,3,Single,10999,22245,7,2,27,3,3
41,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,Manufacturing Director,3,Single,5003,23371,6,2,8,6,3
39,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,2,Manufacturing Director,4,Married,12742,7060,1,3,21,3,3
27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Manufacturing Director,4,Married,4227,4658,0,2,4,2,3
35,Travel_Rarely,Research & Development,10,3,Other,2,Male,3,Laboratory Technician,4,Divorced,3917,9541,1,1,3,4,2
42,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,Manager,3,Married,18303,7770,6,2,21,3,4
50,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,Laboratory Technician,4,Married,2380,20165,4,2,8,5,3
59,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,Manufacturing Director,4,Single,13726,21829,3,1,30,4,3
37,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,Healthcare Representative,2,Married,4777,14382,5,1,15,2,1
55,Travel_Frequently,Research & Development,18,4,Medical,3,Male,3,Healthcare Representative,2,Married,6385,12992,3,4,17,3,3
41,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,1,Research Director,3,Divorced,19973,20284,1,2,21,3,3
38,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,Sales Executive,4,Single,6861,4981,8,3,19,1,3
26,Non-Travel,Sales,29,2,Medical,2,Male,1,Sales Executive,1,Single,4969,21813,8,4,7,6,3
52,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,Manager,4,Married,19845,25846,1,4,33,3,3
44,Travel_Rarely,Sales,28,3,Medical,4,Female,4,Sales Executive,4,Married,13320,11737,3,3,23,2,3
50,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,Sales Executive,3,Married,6347,24920,0,1,19,3,3
36,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,4,Laboratory Technician,1,Single,2743,8269,1,3,18,1,3
39,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manufacturing Director,1,Single,10880,5083,1,3,21,2,3
33,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,Sales Representative,4,Single,2342,21437,0,4,3,2,2
45,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,Manager,4,Married,17650,5404,3,2,26,4,4
32,Non-Travel,Research & Development,29,4,Medical,4,Female,3,Laboratory Technician,3,Single,4025,11135,9,2,10,2,3
34,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,Sales Executive,4,Divorced,9725,12278,0,4,16,2,2
59,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,Manager,4,Married,11904,11038,3,3,14,1,1
45,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,Human Resources,2,Single,2177,8318,1,1,6,3,3
53,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,Sales Executive,2,Married,7525,23537,2,1,30,2,3
36,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,Laboratory Technician,3,Divorced,4834,7858,7,2,9,3,2
26,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2042,15346,6,2,6,2,3
34,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,Sales Representative,3,Married,2220,18410,1,4,1,2,3
28,Travel_Rarely,Sales,10,1,Medical,4,Male,3,Sales Representative,2,Married,1052,23384,1,2,1,5,3
38,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,Research Scientist,3,Married,2821,2997,3,1,8,2,3
50,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,Research Director,3,Married,19237,12853,2,4,29,2,2
37,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,Healthcare Representative,2,Single,4107,13848,3,1,8,3,2
40,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,Sales Executive,1,Married,8396,22217,1,2,8,3,2
26,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,Research Scientist,3,Divorced,2007,25265,1,3,5,5,3
46,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,Research Director,4,Divorced,19627,21445,9,4,23,0,3
54,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,Sales Executive,3,Married,10686,8392,6,2,13,4,3
56,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,Research Scientist,3,Married,2942,12154,2,2,18,4,3
36,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,Manufacturing Director,4,Single,8858,15669,0,2,15,2,2
55,Non-Travel,Research & Development,2,1,Medical,3,Male,2,Manager,1,Single,16756,17323,7,2,31,3,4
43,Travel_Rarely,Sales,25,3,Medical,3,Male,2,Sales Executive,4,Divorced,10798,5268,5,3,18,5,3
20,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,Sales Representative,4,Single,2323,17205,1,2,2,3,3
21,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,Laboratory Technician,1,Single,1416,17258,1,1,1,6,2
46,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced,4615,21029,8,1,19,2,3
51,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,Research Scientist,3,Married,2461,10332,9,3,18,2,4
28,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,Healthcare Representative,1,Single,8722,12355,1,1,10,2,2
26,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Laboratory Technician,1,Married,3955,11141,1,1,6,2,3
30,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,Manufacturing Director,1,Married,9957,9096,0,3,7,1,2
41,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,Research Scientist,3,Married,3376,18863,1,3,10,3,3
38,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,8823,24608,0,1,20,4,2
40,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married,10322,26542,4,4,14,6,3
27,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,5869,1,4,3,4,3
55,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,Manufacturing Director,2,Married,10976,15813,3,2,23,4,3
28,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,Research Scientist,3,Single,3660,7909,3,4,10,4,4
44,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,Human Resources,1,Married,10482,2326,9,4,24,1,3
33,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,Healthcare Representative,4,Divorced,7119,21214,4,3,9,2,3
35,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,Sales Executive,1,Single,9582,10333,0,1,9,2,3
33,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,Research Scientist,3,Single,4508,3129,1,2,14,4,3
28,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced,2207,22482,1,4,4,5,2
34,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,Healthcare Representative,4,Single,7756,22266,0,3,7,1,2
37,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,Sales Executive,4,Divorced,6694,24223,2,3,8,5,3
25,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,Laboratory Technician,4,Married,3691,4605,1,2,7,3,4
26,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,Laboratory Technician,3,Divorced,2377,19373,1,3,1,0,2
33,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,Research Scientist,2,Single,2313,2993,4,2,5,0,3
42,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,Manager,1,Married,17665,14399,0,4,23,3,3
28,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,Laboratory Technician,2,Divorced,2596,7160,1,1,1,2,3
50,Travel_Frequently,Sales,1,4,Other,4,Male,3,Sales Executive,3,Single,4728,17251,3,4,5,4,3
33,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,Sales Executive,2,Married,4302,13401,0,3,4,3,3
34,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2979,22478,3,4,6,2,3
48,Non-Travel,Research & Development,1,4,Medical,1,Male,4,Manager,4,Single,16885,16154,2,3,27,3,2
45,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,Sales Executive,3,Married,5593,17970,1,4,15,2,3
52,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,Healthcare Representative,2,Single,10445,15322,7,4,18,4,3
38,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,Sales Executive,3,Divorced,8740,5569,0,2,9,2,3
29,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,Research Scientist,4,Divorced,2514,26968,4,1,11,1,3
28,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,8039,0,2,10,3,2
46,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,Manager,3,Married,17465,15596,3,4,23,3,3
38,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,Sales Executive,2,Single,7351,20619,7,3,10,2,3
43,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,Manufacturing Director,1,Married,10820,11535,8,3,18,1,3
39,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,12169,13547,7,4,21,4,3
40,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,Research Director,3,Single,19626,17544,1,1,21,2,4
21,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,Research Scientist,2,Single,2070,25326,1,3,2,6,4
39,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,Laboratory Technician,2,Single,6782,8770,9,3,9,2,2
36,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,Manufacturing Director,4,Single,7779,23238,2,1,18,0,3
31,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,Sales Representative,4,Married,2791,21981,0,1,3,4,3
28,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,2,Married,3201,19911,0,1,6,2,1
35,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,Sales Executive,4,Divorced,4968,18500,1,4,5,3,3
49,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,Sales Executive,2,Married,13120,11879,6,2,22,3,3
34,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,Manufacturing Director,3,Single,4033,15834,2,4,5,3,2
29,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,3291,17940,0,4,8,2,2
42,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,Laboratory Technician,4,Single,4272,9558,4,1,16,3,3
29,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,17689,1,3,10,2,2
38,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,Human Resources,3,Married,2844,6004,1,4,7,2,4
28,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,Research Scientist,3,Divorced,2703,22088,1,4,3,2,3
18,Non-Travel,Research & Development,8,1,Medical,3,Male,3,Laboratory Technician,3,Single,1904,13556,1,4,0,0,3
33,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,Sales Executive,1,Single,8224,18385,0,1,6,3,3
41,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,Laboratory Technician,4,Married,4766,9051,3,1,6,4,3
31,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,Laboratory Technician,3,Married,2610,6233,1,3,2,5,2
37,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,Healthcare Representative,4,Divorced,5731,17171,7,3,9,2,3
27,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,Research Scientist,3,Married,2539,7950,1,3,4,0,3
34,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,Sales Executive,3,Married,5714,5829,1,1,6,3,2
35,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,Human Resources,3,Single,4323,7108,1,2,6,2,1
29,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,Sales Executive,1,Married,7336,11162,1,1,11,3,1
40,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,Research Director,3,Single,13499,13782,9,3,20,3,2
42,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,Sales Executive,1,Single,13758,2447,0,2,22,2,2
42,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,Sales Executive,1,Single,5155,2253,7,4,9,3,4
35,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,Laboratory Technician,3,Married,2258,16340,6,2,10,2,3
24,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Laboratory Technician,2,Single,3597,6409,8,4,6,2,3
28,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2515,22955,1,4,1,4,2
26,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,Laboratory Technician,4,Married,4420,13421,1,2,8,2,3
30,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,2706,1,1,10,3,3
40,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,Research Scientist,4,Married,4422,21203,3,4,16,3,1
35,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,Manufacturing Director,2,Divorced,10274,19588,2,2,15,2,4
34,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,Healthcare Representative,1,Single,5343,25755,0,3,14,3,3
35,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,Laboratory Technician,4,Married,2376,26537,1,2,2,2,4
43,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Sales Executive,3,Single,5346,9489,8,2,7,2,2
32,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,Sales Representative,1,Divorced,2827,14947,1,3,1,3,3
56,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,Manager,1,Divorced,19943,18575,4,4,28,2,3
29,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,Laboratory Technician,4,Married,3131,26342,1,1,10,5,3
19,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,Research Scientist,1,Single,2552,7172,1,3,1,4,3
45,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,Research Scientist,3,Married,4477,20100,4,3,7,2,2
37,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6474,9961,1,2,14,2,2
20,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Laboratory Technician,3,Single,3033,12828,1,1,2,2,2
44,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,Research Scientist,3,Single,2936,10826,1,3,6,4,3
53,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,Manager,3,Divorced,18606,18640,3,2,26,6,3
29,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,26933,0,1,6,2,2
22,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2853,4223,0,2,1,5,3
46,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,Manager,1,Married,17048,24097,8,1,28,2,3
44,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,Research Scientist,3,Single,2290,4279,2,4,6,3,3
33,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,Human Resources,3,Married,3600,8429,1,4,5,2,3
41,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,Research Scientist,1,Divorced,2107,20293,6,1,5,2,1
30,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,Sales Executive,1,Divorced,4115,13192,8,3,8,3,3
40,Travel_Frequently,Sales,2,4,Medical,2,Male,3,Sales Executive,2,Married,4327,25440,5,4,5,2,3
50,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,Manager,1,Married,17856,9490,2,3,32,3,3
28,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,Laboratory Technician,1,Married,3196,12449,1,3,6,2,3
46,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,Research Director,2,Married,19081,10849,5,1,25,2,3
35,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,Sales Executive,1,Married,8966,21026,3,4,15,2,3
24,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,Laboratory Technician,2,Married,2210,3372,1,1,1,3,1
33,Travel_Frequently,Sales,25,3,Medical,2,Female,3,Sales Executive,3,Married,4539,4905,1,1,10,3,2
36,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,Laboratory Technician,3,Divorced,2741,6865,1,3,7,4,3
30,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,Laboratory Technician,3,Divorced,3491,11309,1,1,10,4,2
44,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,Research Scientist,4,Single,4541,7744,1,2,20,3,3
20,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,Sales Representative,4,Single,2678,5050,1,4,2,2,3
46,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,7379,17433,2,3,12,3,2
42,Non-Travel,Human Resources,2,5,Medical,4,Male,4,Human Resources,1,Married,6272,12858,7,1,10,3,4
60,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,Sales Executive,4,Divorced,5220,10893,0,2,12,3,3
32,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,Laboratory Technician,2,Married,2743,7331,1,3,2,2,3
32,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,Research Scientist,3,Single,4998,2338,4,4,10,2,3
36,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,Manufacturing Director,1,Divorced,10252,4235,2,3,17,2,3
33,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,Research Scientist,4,Married,2781,6311,0,2,15,5,3
40,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced,6852,11591,7,2,7,2,4
25,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,Sales Executive,4,Single,4950,20623,0,2,5,4,3
30,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,Research Scientist,2,Married,3579,9369,0,1,12,2,3
42,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,Research Director,1,Married,13191,23281,3,3,20,6,3
35,Non-Travel,Sales,8,2,Marketing,3,Female,2,Sales Executive,4,Married,10377,13755,4,2,16,6,2
27,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2235,14377,1,4,9,3,2
54,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,Manufacturing Director,3,Divorced,10502,9659,7,1,33,2,1
44,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,Research Scientist,4,Married,2011,19982,1,4,10,5,3
19,Non-Travel,Research & Development,10,3,Medical,1,Female,2,Research Scientist,2,Single,1859,6148,1,2,1,2,4
29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,3760,5598,1,1,3,5,3
54,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,Research Director,4,Married,17779,23474,3,1,36,2,3
